sourceId,sourceFen,setupMove,playableFen,solutionMoves,rating,difficulty,popularity,ratingDeviation,numberOfPlays,themes,reviewStatus,inclusionReason
ZuMp7,3r4/4k3/1p3pp1/p3p3/2rPR3/4K3/PP1R1P1P/8 b - - 1 38,e7e6,3r4/8/1p2kpp1/p3p3/2rPR3/4K3/PP1R1P1P/8 w - - 2 39,d4d5 d8d5 e4c4,1328,easy,100,75,4654,crushing discoveredAttack endgame rookEndgame short,approved,"Approved easy Discovered attack puzzle with popularity 100, 4654 plays, and rating deviation 75"
Zwx8c,6rk/6R1/5p1p/1pQ4P/p1b5/P1P4q/1P6/K5R1 b - - 0 39,g8g7,7k/6r1/5p1p/1pQ4P/p1b5/P1P4q/1P6/K5R1 w - - 0 40,c5f8 c4g8 f8g7,1278,easy,100,76,4942,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 4942 plays, and rating deviation 76"
ZztCo,1r4k1/p1p1bppp/b2p4/6P1/n2NPP1P/2B5/1N1Q3R/q1KR4 w - - 10 27,c1c2,1r4k1/p1p1bppp/b2p4/6P1/n2NPP1P/2B5/1NKQ3R/q2R4 b - - 11 27,b8b2 c3b2 a1b2,1276,easy,100,75,7442,mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 7442 plays, and rating deviation 75"
a4HmU,4kr2/1PR2pp1/4p1p1/4P3/3b2qP/P7/5QK1/6R1 w - - 3 37,f2g3,4kr2/1PR2pp1/4p1p1/4P3/3b2qP/P5Q1/6K1/6R1 b - - 4 37,g4g3 g2g3 d4e5 g3h3 e5c7,2046,hard,100,75,1156,advantage attraction endgame exposedKing fork long,approved,"Approved hard Fork puzzle with popularity 100, 1156 plays, and rating deviation 75"
a4ygj,r2qkbnr/1pp4p/p2p4/4N3/PPBnPpb1/2NP4/2P2PP1/R1BQK2R b KQkq - 0 11,g4d1,r2qkbnr/1pp4p/p2p4/4N3/PPBnPp2/2NP4/2P2PP1/R1BbK2R w KQkq - 0 12,c4f7 e8e7 c3d5,1402,medium,100,74,4777,mate mateIn2 opening short,approved,"Approved medium Mate puzzle with popularity 100, 4777 plays, and rating deviation 74"
a64Y8,1k5r/1p1r1p2/p3p1pp/PbN1P3/5P2/2R5/6PP/2R3K1 b - - 3 27,d7c7,1k5r/1pr2p2/p3p1pp/PbN1P3/5P2/2R5/6PP/2R3K1 w - - 4 28,c5a6 b5a6 c3c7,1303,easy,100,75,4484,advantage discoveredAttack endgame master queensideAttack short,approved,"Approved easy Discovered attack puzzle with popularity 100, 4484 plays, and rating deviation 75"
a7fEX,5k2/5p1p/4p1p1/8/3b4/3r3P/5PP1/1Q4K1 b - - 0 31,d3d2,5k2/5p1p/4p1p1/8/3b4/7P/3r1PP1/1Q4K1 w - - 1 32,b1b4 f8g8 b4d2,1543,medium,100,77,3789,crushing endgame fork short,approved,"Approved medium Fork puzzle with popularity 100, 3789 plays, and rating deviation 77"
aBjw2,r5k1/1q5p/4brp1/2n5/p2QpN2/6PP/PPP2P2/2KRR3 b - - 1 25,b7e7,r5k1/4q2p/4brp1/2n5/p2QpN2/6PP/PPP2P2/2KRR3 w - - 2 26,f4d5 e6d5 d4d5 g8g7 d5a8,2144,hard,100,77,1179,advantage fork long middlegame,approved,"Approved hard Fork puzzle with popularity 100, 1179 plays, and rating deviation 77"
aCRht,6k1/5p2/6r1/ppp5/4P2Q/q2r4/2RR1KB1/8 b - - 1 38,d3g3,6k1/5p2/6r1/ppp5/4P2Q/q5r1/2RR1KB1/8 w - - 2 39,d2d8 g8g7 h4h8,922,easy,100,78,4341,mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 4341 plays, and rating deviation 78"
aDp7m,1k5r/4pp2/p6q/1ppP4/2p1Pp2/5QrP/PP3P1K/3R1R2 w - - 1 27,f2g3,1k5r/4pp2/p6q/1ppP4/2p1Pp2/5QPP/PP5K/3R1R2 b - - 0 27,h6h3 h2g1 h3h2,1171,easy,100,75,8091,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 8091 plays, and rating deviation 75"
aMC32,8/k1p5/1p1r4/p7/1n3P1P/1P1BQ1P1/1qPK4/3R4 w - - 3 30,d2e1,8/k1p5/1p1r4/p7/1n3P1P/1P1BQ1P1/1qP5/3RK3 b - - 4 30,d6d3 d1d3 b4c2 e1d1 c2e3,2171,hard,98,78,2240,capturingDefender crushing endgame exposedKing fork long,approved,"Approved hard Fork puzzle with popularity 98, 2240 plays, and rating deviation 78"
aNaDA,r7/1p5p/p1n1bpk1/2bNp3/4P3/8/PPP3PP/3R1R1K b - - 1 18,a8d8,3r4/1p5p/p1n1bpk1/2bNp3/4P3/8/PPP3PP/3R1R1K w - - 2 19,f1f6 g6g7 f6e6,1303,easy,100,75,4154,advantage fork middlegame short,approved,"Approved easy Fork puzzle with popularity 100, 4154 plays, and rating deviation 75"
aWeKV,8/6pk/p2p2np/1pp1p2Q/1P6/P1P2N1P/4q1PK/8 b - - 9 34,e5e4,8/6pk/p2p2np/1pp4Q/1P2p3/P1P2N1P/4q1PK/8 w - - 0 35,f3g5 h7g8 h5e2,1132,easy,100,76,5012,crushing discoveredAttack endgame pin short,approved,"Approved easy Pin puzzle with popularity 100, 5012 plays, and rating deviation 76"
aXTcw,2r2r1b/2q2p1k/pnbp3P/1p2pP2/6Q1/P1PP4/B2B1P2/2K3RR b - - 2 28,c6h1,2r2r1b/2q2p1k/pn1p3P/1p2pP2/6Q1/P1PP4/B2B1P2/2K3Rb w - - 0 29,g4g6 f7g6 f5g6,2014,hard,99,74,1095,mate mateIn2 middlegame sacrifice short,approved,"Approved hard Sacrifice puzzle with popularity 99, 1095 plays, and rating deviation 74"
aXdeB,r2q3r/ppp1pk1p/3p1p2/1P5Q/2P1P3/Pn1PB3/5PP1/bN2KB2 b - - 3 17,f7f8,r2q1k1r/ppp1p2p/3p1p2/1P5Q/2P1P3/Pn1PB3/5PP1/bN2KB2 w - - 4 18,e3h6 f8g8 h5d5 e7e6 d5e6,2142,hard,98,77,2223,long mate mateIn3 middlegame,approved,"Approved hard Mate puzzle with popularity 98, 2223 plays, and rating deviation 77"
aftj6,6k1/p2p3p/1pb1p1p1/2q5/4P3/P1NP2Q1/1r4PP/5R1K b - - 1 26,c5c3,6k1/p2p3p/1pb1p1p1/8/4P3/P1qP2Q1/1r4PP/5R1K w - - 0 27,g3b8 g8g7 b8f8,1069,easy,100,76,4575,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 4575 plays, and rating deviation 76"
ao815,r2n4/p7/k1p1p3/3p2bQ/Pp1Pn3/1P2P2P/2P2rP1/RN2K2R w KQ - 0 24,h1f1,r2n4/p7/k1p1p3/3p2bQ/Pp1Pn3/1P2P2P/2P2rP1/RN2KR2 b Q - 1 24,f2f1 e1f1 e4g3 f1f2 g3h5,1414,medium,100,74,3669,advantage attraction exposedKing fork long middlegame,approved,"Approved medium Fork puzzle with popularity 100, 3669 plays, and rating deviation 74"
au51B,8/4b3/pR1pk2R/2n1pp2/2K5/8/8/8 b - - 1 38,e7f6,8/8/pR1pkb1R/2n1pp2/2K5/8/8/8 w - - 2 39,h6f6 e6f6 b6d6 f6g5 c4c5,1611,medium,100,76,3749,attraction crushing deflection endgame long,approved,"Approved medium Deflection puzzle with popularity 100, 3749 plays, and rating deviation 76"
b3xKD,6R1/5R2/4pp2/8/2N3P1/3n4/4kr1P/6K1 w - - 5 46,g8e8,4R3/5R2/4pp2/8/2N3P1/3n4/4kr1P/6K1 b - - 6 46,f2f1 g1g2 d3f4 g2g3 f1f3 g3h4 f3h3,2095,hard,100,75,1009,endgame mate mateIn4 veryLong,approved,"Approved hard Mate puzzle with popularity 100, 1009 plays, and rating deviation 75"
b4Vqb,8/p3rk2/Pp2pq2/2p3p1/2Pr4/2Q1R1P1/4RPK1/8 b - - 1 34,e6e5,8/p3rk2/Pp3q2/2p1p1p1/2Pr4/2Q1R1P1/4RPK1/8 w - - 0 35,e3f3 d4f4 g3f4,1445,medium,100,74,3543,advantage endgame master pin short,approved,"Approved medium Pin puzzle with popularity 100, 3543 plays, and rating deviation 74"
b67t3,r4rk1/2qnbpp1/p5b1/1p1pp1N1/3P3P/2P1B3/PP1N1P2/2KQ2RR w - - 0 20,h4h5,r4rk1/2qnbpp1/p5b1/1p1pp1NP/3P4/2P1B3/PP1N1P2/2KQ2RR b - - 0 20,c7c3 b2c3 e7a3,1891,medium,100,79,3866,bodenMate mate mateIn2 middlegame queensideAttack sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 3866 plays, and rating deviation 79"
b6UWJ,2r1k3/2q1pprp/p6Q/1p5p/4B3/P7/1PP2P2/1K1R4 b - - 1 24,c7e5,2r1k3/4pprp/p6Q/1p2q2p/4B3/P7/1PP2P2/1K1R4 w - - 2 25,h6c6 c8c6 e4c6 e8f8 d1d8,2155,hard,98,76,2428,backRankMate endgame long mate mateIn3 sacrifice,approved,"Approved hard Sacrifice puzzle with popularity 98, 2428 plays, and rating deviation 76"
b6nb7,r3r3/5p1k/p1R2QpN/2pP4/1qP3PP/7K/P1P5/8 w - - 3 35,h6f7,r3r3/5N1k/p1R2Qp1/2pP4/1qP3PP/7K/P1P5/8 b - - 0 35,e8e3 h3g2 b4d2 f6f2 e3e2,1500,medium,100,75,3816,crushing endgame long pin,approved,"Approved medium Pin puzzle with popularity 100, 3816 plays, and rating deviation 75"
b7BFZ,7k/7p/6p1/4b1P1/p1B1P3/1P3R1P/r7/5K2 b - - 0 36,a4b3,7k/7p/6p1/4b1P1/2B1P3/1p3R1P/r7/5K2 w - - 0 37,f3f8 h8g7 f8g8,1401,medium,100,75,3587,endgame mate mateIn2 operaMate short,approved,"Approved medium Mate puzzle with popularity 100, 3587 plays, and rating deviation 75"
bFvkb,r4r1k/pp1R2p1/1b3P1p/4p2b/1P4P1/P1n5/5PK1/1B3R2 b - - 1 27,h5g4,r4r1k/pp1R2p1/1b3P1p/4p3/1P4b1/P1n5/5PK1/1B3R2 w - - 0 28,f6g7 h8g8 b1h7 g8h7 g7f8q,2051,hard,98,74,1482,advancedPawn crushing deflection discoveredAttack discoveredCheck fork long middlegame promotion,approved,"Approved hard Fork puzzle with popularity 98, 1482 plays, and rating deviation 74"
bLWkN,4R3/3p1ppk/6p1/8/8/4Q1P1/Prq2P1P/4R1K1 w - - 2 29,e3e4,4R3/3p1ppk/6p1/8/4Q3/6P1/Prq2P1P/4R1K1 b - - 3 29,c2f2 g1h1 f2h2,1178,easy,100,75,5304,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 5304 plays, and rating deviation 75"
bWMCr,5rk1/p3bppp/6r1/1p2P3/2pP1B2/P1P2Q2/1Pq2KPP/1R1R4 w - - 7 24,f3e2,5rk1/p3bppp/6r1/1p2P3/2pP1B2/P1P5/1Pq1QKPP/1R1R4 b - - 8 24,g6g2 f2g2 c2e2,1400,medium,100,75,3455,attraction crushing deflection middlegame short,approved,"Approved medium Deflection puzzle with popularity 100, 3455 plays, and rating deviation 75"
bYgo4,r4bk1/ppq2ppp/2p5/3p1N2/3PrN2/3Q1P1R/PPP3P1/R6K b - - 0 22,e4f4,r4bk1/ppq2ppp/2p5/3p1N2/3P1r2/3Q1P1R/PPP3P1/R6K w - - 0 23,f5e7 f8e7 d3h7 g8f8 h7h8,1451,medium,100,76,4430,discoveredAttack kingsideAttack long mate mateIn3 middlegame sacrifice,approved,"Approved medium Discovered attack puzzle with popularity 100, 4430 plays, and rating deviation 76"
bZz9s,4q1rk/pp3ppp/4pn2/3rN3/7Q/6R1/PPP2PPP/4R1K1 b - - 12 24,f6d7,4q1rk/pp1n1ppp/4p3/3rN3/7Q/6R1/PPP2PPP/4R1K1 w - - 13 25,h4h7 h8h7 g3h3,1467,medium,100,76,3550,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 3550 plays, and rating deviation 76"
bfTP4,r5k1/2q2pP1/4p2p/p7/1Pp4P/P1N2bP1/3Q1P2/3R2K1 b - - 0 28,f3d1,r5k1/2q2pP1/4p2p/p7/1Pp4P/P1N3P1/3Q1P2/3b2K1 w - - 0 29,d2h6 f7f5 h6h8 g8f7 h8a8,1414,medium,100,76,3807,advantage endgame long master masterVsMaster skewer,approved,"Approved medium Skewer puzzle with popularity 100, 3807 plays, and rating deviation 76"
c1G5m,2R3k1/pp3pbp/6p1/4r3/b7/P4P2/1P1n2PP/4R1K1 b - - 2 23,a4e8,2R1b1k1/pp3pbp/6p1/4r3/8/P4P2/1P1n2PP/4R1K1 w - - 3 24,e1e5 g7e5 c8e8 g8g7 e8e5,2088,hard,98,77,3072,advantage capturingDefender endgame fork long pin,approved,"Approved hard Fork puzzle with popularity 98, 3072 plays, and rating deviation 77"
c93hf,r5k1/ppp3pp/3qp3/4nr2/2P5/1PQ2p1P/PB3N1K/R4R2 w - - 0 25,f2e4,r5k1/ppp3pp/3qp3/4nr2/2P1N3/1PQ2p1P/PB5K/R4R2 b - - 1 25,e5g4 h2g1 d6h2,1422,medium,100,75,5171,discoveredCheck doubleCheck mate mateIn2 middlegame short,approved,"Approved medium Mate puzzle with popularity 100, 5171 plays, and rating deviation 75"
cHtP3,8/8/3k2B1/p1n2p2/2PKp1p1/4P2P/P7/8 w - - 0 40,g6f5,8/8/3k4/p1n2B2/2PKp1p1/4P2P/P7/8 b - - 0 40,g4g3 f5e4 c5e4 d4e4 g3g2,1463,medium,100,75,4766,advancedPawn crushing endgame long,approved,"Approved medium Advanced pawn tactics puzzle with popularity 100, 4766 plays, and rating deviation 75"
cIFcj,8/2n2k1p/3p2p1/1PpP4/6P1/1P1B3P/8/6K1 b - - 0 39,c7d5,8/5k1p/3p2p1/1Ppn4/6P1/1P1B3P/8/6K1 w - - 0 40,d3c4 f7e6 b5b6,1471,medium,100,76,3316,crushing endgame pin short,approved,"Approved medium Pin puzzle with popularity 100, 3316 plays, and rating deviation 76"
cN3Cj,r4r1k/1bq1Nppp/p7/1p1Np1P1/3nnP2/P2BB3/1PP4P/R2Q1R1K w - - 1 17,d5c7,r4r1k/1bN1Nppp/p7/1p2p1P1/3nnP2/P2BB3/1PP4P/R2Q1R1K b - - 0 17,e4f2 h1g1 f2h3,2068,hard,100,77,1064,doubleCheck kingsideAttack mate mateIn2 middlegame short,approved,"Approved hard Mate puzzle with popularity 100, 1064 plays, and rating deviation 77"
cQe7q,6k1/1R2r2r/p1p1b3/P1PpPp1q/3P1Pp1/3B2P1/1R4K1/1Q6 w - - 1 34,b7e7,6k1/4R2r/p1p1b3/P1PpPp1q/3P1Pp1/3B2P1/1R4K1/1Q6 b - - 0 34,h5h2 g2f1 h2h1 f1f2 h7h2 f2e3 h1f3,2119,hard,98,78,2808,mate mateIn4 middlegame veryLong,approved,"Approved hard Mate puzzle with popularity 98, 2808 plays, and rating deviation 78"
cRCiL,r2q2rk/ppp2p1p/2bp1PpQ/4n3/4PR2/2P5/P1P1B1PP/R5K1 b - - 5 17,e5d7,r2q2rk/pppn1p1p/2bp1PpQ/8/4PR2/2P5/P1P1B1PP/R5K1 w - - 6 18,h6h7 h8h7 f4h4,1516,medium,100,75,6830,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 6830 plays, and rating deviation 75"
cRlNW,r4r2/1bq2pk1/p1pp4/1p2p2Q/2P1P3/P1NP4/1P3P2/1R2K2R b K - 0 21,f8h8,r6r/1bq2pk1/p1pp4/1p2p2Q/2P1P3/P1NP4/1P3P2/1R2K2R w K - 1 22,h5g5 g7f8 h1h8,1250,easy,100,76,4897,deflection discoveredAttack mate mateIn2 middlegame short,approved,"Approved easy Discovered attack puzzle with popularity 100, 4897 plays, and rating deviation 76"
cTJH9,8/6p1/4n2p/R7/2pp1kP1/1b3P2/4K1P1/8 b - - 7 54,d4d3,8/6p1/4n2p/R7/2p2kP1/1b1p1P2/4K1P1/8 w - - 0 55,e2f2 e6c5 a5c5 d3d2 g2g3,2036,hard,99,75,1110,defensiveMove endgame long mate mateIn3,approved,"Approved hard Mate puzzle with popularity 99, 1110 plays, and rating deviation 75"
cTQaV,4rrk1/5pp1/2ppn3/p3pN2/4P3/P1PP4/B7/3K2R1 b - - 2 29,e8d8,3r1rk1/5pp1/2ppn3/p3pN2/4P3/P1PP4/B7/3K2R1 w - - 3 30,f5e7 g8h7 g1h1,1612,medium,100,77,3499,anastasiaMate endgame master mate mateIn2 short,approved,"Approved medium Mate puzzle with popularity 100, 3499 plays, and rating deviation 77"
cUEU8,5r1k/p6p/5q2/2p1r1p1/8/1Q6/PP3PPP/2R2RK1 w - - 2 25,c1c3,5r1k/p6p/5q2/2p1r1p1/8/1QR5/PP3PPP/5RK1 b - - 3 25,f6f2 f1f2 e5e1 f2f1 e1f1,1410,medium,100,76,4626,endgame long mate mateIn3 sacrifice,approved,"Approved medium Sacrifice puzzle with popularity 100, 4626 plays, and rating deviation 76"
cUg5u,6k1/p4p1p/2p2R2/7q/8/2Br2rP/PPQ3PK/R7 w - - 3 27,f6f2,6k1/p4p1p/2p5/7q/8/2Br2rP/PPQ2RPK/R7 b - - 4 27,g3h3 g2h3 d3h3 h2g1 h3h1 g1g2 h5h3,2173,hard,99,75,1186,mate mateIn4 middlegame sacrifice veryLong,approved,"Approved hard Sacrifice puzzle with popularity 99, 1186 plays, and rating deviation 75"
cVay9,3r3k/2q2pp1/4p2p/1pp5/p2R2QP/7K/P4PR1/1r6 b - - 4 44,f7f6,3r3k/2q3p1/4pp1p/1pp5/p2R2QP/7K/P4PR1/1r6 w - - 0 45,d4d8 c7d8 g4g7,1234,easy,100,77,4263,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 4263 plays, and rating deviation 77"
cblxy,6k1/pp4p1/4p1Qp/2pb4/4pPN1/1P2P1KP/2q5/8 b - - 0 37,c2b3,6k1/pp4p1/4p1Qp/2pb4/4pPN1/1q2P1KP/8/8 w - - 0 38,g4f6 g8h8 g6h7,1533,medium,100,76,3299,endgame mate mateIn2 pin short,approved,"Approved medium Pin puzzle with popularity 100, 3299 plays, and rating deviation 76"
cexc3,r1r5/1q1k1Q2/p3p3/1p5p/nBpP4/4P2P/5PP1/1R3K2 b - - 0 39,d7c6,r1r5/1q3Q2/p1k1p3/1p5p/nBpP4/4P2P/5PP1/1R3K2 w - - 1 40,f7e6 c6c7 e6d6,1464,medium,100,75,3981,dovetailMate mate mateIn2 middlegame short,approved,"Approved medium Mate puzzle with popularity 100, 3981 plays, and rating deviation 75"
cgozN,7k/2r3p1/p4p2/4pN2/P3P1K1/6P1/Q2R4/5r1q b - - 2 41,g7g6,7k/2r5/p4pp1/4pN2/P3P1K1/6P1/Q2R4/5r1q w - - 0 42,d2d8 h8h7 a2g8,1029,easy,100,76,15999,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 15999 plays, and rating deviation 76"
ciOK6,8/4bppp/4p3/nk2P3/p2PN3/P2K2P1/1B5P/8 b - - 0 34,a5c4,8/4bppp/4p3/1k2P3/p1nPN3/P2K2P1/1B5P/8 w - - 1 35,e4c3 b5c6 d3c4,1392,easy,100,77,4268,crushing deflection endgame master short,approved,"Approved easy Deflection puzzle with popularity 100, 4268 plays, and rating deviation 77"
conTx,2br2k1/1pp4p/4p1pR/2b5/4Q3/1P1B1N2/3P1PP1/q1KR4 w - - 0 19,d3b1,2br2k1/1pp4p/4p1pR/2b5/4Q3/1P3N2/3P1PP1/qBKR4 b - - 1 19,c5a3 c1c2 a1b2,1124,easy,100,76,4181,master mate mateIn2 middlegame queensideAttack short,approved,"Approved easy Mate puzzle with popularity 100, 4181 plays, and rating deviation 76"
cpJZj,1r4k1/p1pb3R/4p1p1/3p2P1/n4rP1/K7/P1P5/7R b - - 5 27,a4c5,1r4k1/p1pb3R/4p1p1/2np2P1/5rP1/K7/P1P5/7R w - - 6 28,h7h8 g8f7 h1h7,1526,medium,100,77,4552,endgame mate mateIn2 short,approved,"Approved medium Mate puzzle with popularity 100, 4552 plays, and rating deviation 77"
csFvJ,3r4/7k/2q5/5p1Q/P2B4/3K4/8/8 b - - 4 42,c6h6,3r4/7k/7q/5p1Q/P2B4/3K4/8/8 w - - 5 43,h5f7 h6g7 f7g7,1534,medium,100,76,4410,endgame mate mateIn2 short,approved,"Approved medium Mate puzzle with popularity 100, 4410 plays, and rating deviation 76"
cxApH,8/1ppk3R/5p2/3Np1p1/p1P1P3/3P1K2/2P5/2q5 b - - 3 37,d7c6,8/1pp4R/2k2p2/3Np1p1/p1P1P3/3P1K2/2P5/2q5 w - - 4 38,h7c7 c6d6 c4c5 d6e6 c7e7,1558,medium,100,76,3476,endgame exposedKing hookMate long mate mateIn3,approved,"Approved medium Mate puzzle with popularity 100, 3476 plays, and rating deviation 76"
d0hWD,r5kr/ppp2p2/4PPpp/8/8/P1P1BPKQ/1q6/7R b - - 0 29,b2c3,r5kr/ppp2p2/4PPpp/8/8/P1q1BPKQ/8/7R w - - 0 30,e6f7 g8f7 h3d7 f7f6 e3d4 c3d4 d7d4,1512,medium,100,75,3807,advancedPawn attraction crushing endgame fork veryLong,approved,"Approved medium Fork puzzle with popularity 100, 3807 plays, and rating deviation 75"
d1Ul5,7r/pQB1nk1p/3p1ppb/8/8/3P1P2/qPP3P1/3KRB2 w - - 0 23,c7d6,7r/pQ2nk1p/3B1ppb/8/8/3P1P2/qPP3P1/3KRB2 b - - 0 23,a2b1 d1e2 b1c2,1410,medium,100,75,5364,deflection mate mateIn2 middlegame short,approved,"Approved medium Deflection puzzle with popularity 100, 5364 plays, and rating deviation 75"
d6sGw,B6k/p1Q3pp/3p2r1/8/8/2P1B2q/PPP5/4R1K1 w - - 3 25,g1f2,B6k/p1Q3pp/3p2r1/8/8/2P1B2q/PPP2K2/4R3 b - - 4 25,h3h2 f2f1 g6f6 a8f3 f6f3 e3f2 h2f2,2062,hard,99,75,1171,endgame exposedKing mate mateIn4 veryLong,approved,"Approved hard Mate puzzle with popularity 99, 1171 plays, and rating deviation 75"
d8bo3,8/2r5/2P5/1R1kp1pp/2r2p2/5P1P/P1R1K3/8 b - - 0 41,d5d4,8/2r5/2P5/1R2p1pp/2rk1p2/5P1P/P1R1K3/8 w - - 1 42,c2d2 d4c3 b5b3,1230,easy,100,76,4466,endgame mate mateIn2 rookEndgame short,approved,"Approved easy Mate puzzle with popularity 100, 4466 plays, and rating deviation 76"
dBrN3,2k4r/pp4pq/2n1p3/3P2n1/3P1BP1/Q3PP2/PP3RK1/R7 w - - 3 33,d5c6,2k4r/pp4pq/2P1p3/6n1/3P1BP1/Q3PP2/PP3RK1/R7 b - - 0 33,h7h3 g2g1 h3h1,1447,medium,100,75,4791,master mate mateIn2 middlegame short,approved,"Approved medium Mate puzzle with popularity 100, 4791 plays, and rating deviation 75"
dCsui,8/8/2R5/7P/2p2p2/3k1Pp1/1p4K1/8 w - - 0 49,c6b6,8/8/1R6/7P/2p2p2/3k1Pp1/1p4K1/8 b - - 1 49,c4c3 h5h6 c3c2 b6b3 d3c4 b3b2 c2c1q,2096,hard,99,75,1142,advancedPawn crushing defensiveMove endgame promotion rookEndgame veryLong,approved,"Approved hard Promotion puzzle with popularity 99, 1142 plays, and rating deviation 75"
dMENY,7k/pp2Pbp1/7p/P1P5/8/8/7P/4K3 b - - 0 44,h8h7,8/pp2Pbpk/7p/P1P5/8/8/7P/4K3 w - - 1 45,a5a6 b7a6 c5c6 f7e8 c6c7,1239,easy,100,75,4089,advancedPawn advantage bishopEndgame endgame long,approved,"Approved easy Advanced pawn tactics puzzle with popularity 100, 4089 plays, and rating deviation 75"
dNcyj,6rk/1p4b1/p1nN2Qn/P1p4p/3p1p1q/3P1P2/1PPB3N/6RK b - - 0 32,g7f8,5brk/1p6/p1nN2Qn/P1p4p/3p1p1q/3P1P2/1PPB3N/6RK w - - 1 33,d6f7 h6f7 g6g8,1362,easy,100,76,4320,deflection kingsideAttack master mate mateIn2 middlegame short,approved,"Approved easy Deflection puzzle with popularity 100, 4320 plays, and rating deviation 76"
dNl2p,6k1/pb3q2/1p2pPBQ/2p3P1/2P4P/1P6/P4r2/6K1 b - - 1 39,f2g2,6k1/pb3q2/1p2pPBQ/2p3P1/2P4P/1P6/P5r1/6K1 w - - 2 40,g1f1 f7c7 f6f7 c7f7 g6f7,1341,easy,100,74,5215,advancedPawn crushing endgame exposedKing long,approved,"Approved easy Advanced pawn tactics puzzle with popularity 100, 5215 plays, and rating deviation 74"
dPhpC,8/1n3k2/1P1p4/1N1Np3/2K1P2p/5P1b/7P/8 w - - 6 54,c4d3,8/1n3k2/1P1p4/1N1Np3/4P2p/3K1P1b/7P/8 b - - 7 54,h3f1 d3e3 f1b5,1397,easy,100,75,6910,advantage endgame master short skewer,approved,"Approved easy Skewer puzzle with popularity 100, 6910 plays, and rating deviation 75"
dPx9S,5rk1/p6p/1p2pb2/6pP/2p2pQ1/2P2R1N/PP4PK/R1Brq3 w - - 2 32,h3f2,5rk1/p6p/1p2pb2/6pP/2p2pQ1/2P2R2/PP3NPK/R1Brq3 b - - 3 32,e1g1 h2h3 g1h1 f2h1 d1h1,1482,medium,100,76,3392,long mate mateIn3 middlegame sacrifice,approved,"Approved medium Sacrifice puzzle with popularity 100, 3392 plays, and rating deviation 76"
dUBEu,6k1/p4ppp/2p2n2/8/3P4/bqNQB2P/1r3PP1/KR3B1R w - - 6 23,d3c4,6k1/p4ppp/2p2n2/8/2QP4/bqN1B2P/1r3PP1/KR3B1R b - - 7 23,b2b1 c3b1 b3b2,1443,medium,100,77,3848,clearance mate mateIn2 middlegame short,approved,"Approved medium Mate puzzle with popularity 100, 3848 plays, and rating deviation 77"
dWMjV,8/p1p5/1p2p3/1k1pP1p1/1P1P2P1/P1P5/2K5/8 b - - 2 37,b5a4,8/p1p5/1p2p3/3pP1p1/kP1P2P1/P1P5/2K5/8 w - - 3 38,c3c4 c7c6 b4b5 c6b5 c4d5,2056,hard,99,75,1394,crushing deflection endgame long pawnEndgame,approved,"Approved hard Deflection puzzle with popularity 99, 1394 plays, and rating deviation 75"
dYgTK,r1bk1b1r/ppp2Bpp/8/3Qp3/Pq2P1p1/4BP2/1P3KPP/2R5 b - - 3 22,f8d6,r1bk3r/ppp2Bpp/3b4/3Qp3/Pq2P1p1/4BP2/1P3KPP/2R5 w - - 4 23,e3g5 d8d7 d5e6,1194,easy,100,77,4355,mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 4355 plays, and rating deviation 77"
dZfpC,2k1r3/ppn2ppp/2p5/q7/2bQ4/1P6/P2R1PPP/5BK1 b - - 1 23,c4f1,2k1r3/ppn2ppp/2p5/q7/3Q4/1P6/P2R1PPP/5bK1 w - - 0 24,d4d7 c8b8 d7d8 e8d8 d2d8,1316,easy,100,76,5120,backRankMate endgame long mate mateIn3 sacrifice,approved,"Approved easy Sacrifice puzzle with popularity 100, 5120 plays, and rating deviation 76"
degWM,3rR1k1/6pp/5b2/1p6/1qpp3P/5BP1/4QP2/6K1 b - - 1 33,d8e8,4r1k1/6pp/5b2/1p6/1qpp3P/5BP1/4QP2/6K1 w - - 0 34,e2e8 b4f8 f3d5 g8h8 e8f8,1201,easy,100,75,12376,deflection endgame long mate mateIn3,approved,"Approved easy Deflection puzzle with popularity 100, 12376 plays, and rating deviation 75"
dhOtp,8/ppQ3pk/3n3p/4p3/2P5/K1P5/PP1r3r/1R6 w - - 0 33,c4c5,8/ppQ3pk/3n3p/2P1p3/8/K1P5/PP1r3r/1R6 b - - 0 33,d6b5 a3a4 b5c7,1493,medium,100,75,3790,crushing endgame fork short,approved,"Approved medium Fork puzzle with popularity 100, 3790 plays, and rating deviation 75"
